Nr;Rizikos objekto Id;Padalinys;Vieta;Tarpstotis;Norm_uztv_padetis;sergimoji_nesergimoji;Bendrojo_nebendrojo;Plotis;Pagr_keliu_sk;Nepagr_keliu_sk;Max_keleiv_greitis;Max_krov_greitis;Max_trauk_sk;Max_ekipazu_sk;Max_autobusu_sk;Max_troleibusu_sk;Pervazos_kategorija;Pamainu_sk;Saugo_eismo_tarnyba;Dangos_tipas_prieigose;Dangos_tipas_ant_keliu;Matom_sal_mas_kab_nelyg;Matom_sal_mas_kab_lyg;Matom_sal_ekipaz_des_nelyg;Matom_sal_ekipaz_des_lyg;Matom_sal_ekipaz_kair_nelyg;Matom_sal_ekipaz_kair_lyg;Automat_uztv;Pusautomat_uztv;Mygt_uztv_pran_sv_signal;Mygt_uztv_pran_signal;Mech_uztv_pran_sv_signal;Mech_uztv_pran_signal;Be_signal;Atitv_signal;Automat_sv_signal;Neautomat_sv_signal;Rank_uztv;GSB_EDD_rysys;Radijo_rysys;Video;El_apsv;Prozektoriai;Kap_remonto_data;Pesc_takai;Reikia_kap_rem;Reikia_keisti_post_st;Ivykiai;Ivykio data;Metai;
2951;492;Klaipėdos;16 + 160;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;613,000;6,000;;IV;;0,000;žvyr.;gelžb.;800,000;600,000;600,000;800,000;600,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2952;492;Klaipėdos;16 + 160;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;613,000;6,000;;IV;;0,000;žvyr.;gelžb.;800,000;600,000;600,000;800,000;600,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2953;492;Klaipėdos;16 + 160;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;613,000;6,000;;IV;;0,000;žvyr.;gelžb.;800,000;600,000;600,000;800,000;600,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2954;492;Klaipėdos;16 + 160;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;613,000;6,000;;IV;;0,000;žvyr.;gelžb.;800,000;600,000;600,000;800,000;600,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2955;493;Klaipėdos;17 + 189;Darbėnai-Skuodas;;0,000;1,000;15,000;1,000;;15,000;;1,000;1750,000;11,000;;IV;;0,000;asf.;gelžb.;400,000;800,000;500,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2956;493;Klaipėdos;17 + 189;Darbėnai-Skuodas;;0,000;1,000;15,000;1,000;;15,000;;1,000;1750,000;11,000;;IV;;0,000;asf.;gelžb.;400,000;800,000;500,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2957;493;Klaipėdos;17 + 189;Darbėnai-Skuodas;;0,000;1,000;15,000;1,000;;15,000;;1,000;1750,000;11,000;;IV;;0,000;asf.;gelžb.;400,000;800,000;500,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2958;493;Klaipėdos;17 + 189;Darbėnai-Skuodas;;0,000;1,000;15,000;1,000;;15,000;;1,000;1750,000;11,000;;IV;;0,000;asf.;gelžb.;400,000;800,000;500,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2959;493;Klaipėdos;17 + 189;Darbėnai-Skuodas;;0,000;1,000;15,000;1,000;;15,000;;1,000;1750,000;11,000;;IV;;0,000;asf.;gelžb.;400,000;800,000;500,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2960;493;Klaipėdos;17 + 189;Darbėnai-Skuodas;;0,000;1,000;15,000;1,000;;15,000;;1,000;1750,000;11,000;;IV;;0,000;asf.;gelžb.;400,000;800,000;500,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2961;494;Klaipėdos;19 + 499;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;78,000;;;IV;;0,000;grunt.;gelžb.;800,000;1000,000;500,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2962;494;Klaipėdos;19 + 499;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;78,000;;;IV;;0,000;grunt.;gelžb.;800,000;1000,000;500,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2963;494;Klaipėdos;19 + 499;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;78,000;;;IV;;0,000;grunt.;gelžb.;800,000;1000,000;500,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2964;494;Klaipėdos;19 + 499;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;78,000;;;IV;;0,000;grunt.;gelžb.;800,000;1000,000;500,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2965;494;Klaipėdos;19 + 499;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;78,000;;;IV;;0,000;grunt.;gelžb.;800,000;1000,000;500,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2966;494;Klaipėdos;19 + 499;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;78,000;;;IV;;0,000;grunt.;gelžb.;800,000;1000,000;500,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2967;495;Klaipėdos;22 + 440;Darbėnai-Skuodas;;0,000;1,000;7,500;1,000;;15,000;;1,000;93,000;;;IV;;0,000;grunt.;gelžb.;1000,000;800,000;400,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2968;495;Klaipėdos;22 + 440;Darbėnai-Skuodas;;0,000;1,000;7,500;1,000;;15,000;;1,000;93,000;;;IV;;0,000;grunt.;gelžb.;1000,000;800,000;400,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2969;495;Klaipėdos;22 + 440;Darbėnai-Skuodas;;0,000;1,000;7,500;1,000;;15,000;;1,000;93,000;;;IV;;0,000;grunt.;gelžb.;1000,000;800,000;400,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2970;495;Klaipėdos;22 + 440;Darbėnai-Skuodas;;0,000;1,000;7,500;1,000;;15,000;;1,000;93,000;;;IV;;0,000;grunt.;gelžb.;1000,000;800,000;400,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2971;495;Klaipėdos;22 + 440;Darbėnai-Skuodas;;0,000;1,000;7,500;1,000;;15,000;;1,000;93,000;;;IV;;0,000;grunt.;gelžb.;1000,000;800,000;400,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2972;495;Klaipėdos;22 + 440;Darbėnai-Skuodas;;0,000;1,000;7,500;1,000;;15,000;;1,000;93,000;;;IV;;0,000;grunt.;gelžb.;1000,000;800,000;400,000;600,000;600,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2973;496;Klaipėdos;24 + 614;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;84,000;;;IV;;0,000;grunt.;gelžb.;1800,000;800,000;600,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2974;496;Klaipėdos;24 + 614;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;84,000;;;IV;;0,000;grunt.;gelžb.;1800,000;800,000;600,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2975;496;Klaipėdos;24 + 614;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;84,000;;;IV;;0,000;grunt.;gelžb.;1800,000;800,000;600,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2976;496;Klaipėdos;24 + 614;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;84,000;;;IV;;0,000;grunt.;gelžb.;1800,000;800,000;600,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2977;496;Klaipėdos;24 + 614;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;84,000;;;IV;;0,000;grunt.;gelžb.;1800,000;800,000;600,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2978;496;Klaipėdos;24 + 614;Darbėnai-Skuodas;;0,000;1,000;8,000;1,000;;15,000;;1,000;84,000;;;IV;;0,000;grunt.;gelžb.;1800,000;800,000;600,000;400,000;400,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2979;497;Klaipėdos;27 + 500;Darbėnai-Skuodas;;0,000;1,000;13,000;1,000;;15,000;;1,000;43,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;600,000;400,000;800,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2980;497;Klaipėdos;27 + 500;Darbėnai-Skuodas;;0,000;1,000;13,000;1,000;;15,000;;1,000;43,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;600,000;400,000;800,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2981;497;Klaipėdos;27 + 500;Darbėnai-Skuodas;;0,000;1,000;13,000;1,000;;15,000;;1,000;43,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;600,000;400,000;800,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2982;497;Klaipėdos;27 + 500;Darbėnai-Skuodas;;0,000;1,000;13,000;1,000;;15,000;;1,000;43,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;600,000;400,000;800,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2983;497;Klaipėdos;27 + 500;Darbėnai-Skuodas;;0,000;1,000;13,000;1,000;;15,000;;1,000;43,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;600,000;400,000;800,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2984;497;Klaipėdos;27 + 500;Darbėnai-Skuodas;;0,000;1,000;13,000;1,000;;15,000;;1,000;43,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;600,000;400,000;800,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2985;498;Klaipėdos;29 + 913;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;15,000;;1,000;96,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2986;498;Klaipėdos;29 + 913;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;15,000;;1,000;96,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2987;498;Klaipėdos;29 + 913;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;15,000;;1,000;96,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2988;498;Klaipėdos;29 + 913;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;15,000;;1,000;96,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2989;498;Klaipėdos;29 + 913;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;15,000;;1,000;96,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2990;498;Klaipėdos;29 + 913;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;15,000;;1,000;96,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;800,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2991;499;Klaipėdos;32 + 206;Darbėnai-Skuodas;;0,000;1,000;6,000;1,000;;25,000;;1,000;82,000;;;IV;;0,000;žvyr.;gelžb.;2000,000;3000,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2992;499;Klaipėdos;32 + 206;Darbėnai-Skuodas;;0,000;1,000;6,000;1,000;;25,000;;1,000;82,000;;;IV;;0,000;žvyr.;gelžb.;2000,000;3000,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2993;499;Klaipėdos;32 + 206;Darbėnai-Skuodas;;0,000;1,000;6,000;1,000;;25,000;;1,000;82,000;;;IV;;0,000;žvyr.;gelžb.;2000,000;3000,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
2994;499;Klaipėdos;32 + 206;Darbėnai-Skuodas;;0,000;1,000;6,000;1,000;;25,000;;1,000;82,000;;;IV;;0,000;žvyr.;gelžb.;2000,000;3000,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
2995;499;Klaipėdos;32 + 206;Darbėnai-Skuodas;;0,000;1,000;6,000;1,000;;25,000;;1,000;82,000;;;IV;;0,000;žvyr.;gelžb.;2000,000;3000,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
2996;499;Klaipėdos;32 + 206;Darbėnai-Skuodas;;0,000;1,000;6,000;1,000;;25,000;;1,000;82,000;;;IV;;0,000;žvyr.;gelžb.;2000,000;3000,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
2997;500;Klaipėdos;37 + 93;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;25,000;;1,000;120,000;;;IV;;0,000;žvyr.;gelžb.;2800,000;2000,000;1500,000;1000,000;1500,000;1500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
2998;500;Klaipėdos;37 + 93;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;25,000;;1,000;120,000;;;IV;;0,000;žvyr.;gelžb.;2800,000;2000,000;1500,000;1000,000;1500,000;1500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
2999;500;Klaipėdos;37 + 93;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;25,000;;1,000;120,000;;;IV;;0,000;žvyr.;gelžb.;2800,000;2000,000;1500,000;1000,000;1500,000;1500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
3000;500;Klaipėdos;37 + 93;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;25,000;;1,000;120,000;;;IV;;0,000;žvyr.;gelžb.;2800,000;2000,000;1500,000;1000,000;1500,000;1500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
3001;500;Klaipėdos;37 + 93;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;25,000;;1,000;120,000;;;IV;;0,000;žvyr.;gelžb.;2800,000;2000,000;1500,000;1000,000;1500,000;1500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
3002;500;Klaipėdos;37 + 93;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;;25,000;;1,000;120,000;;;IV;;0,000;žvyr.;gelžb.;2800,000;2000,000;1500,000;1000,000;1500,000;1500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
3003;501;Klaipėdos;47 + 106;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;1,000;25,000;;1,000;1890,000;16,000;;IV;;0,000;asf.;gelžb.;800,000;300,000;800,000;700,000;200,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2008;
3004;501;Klaipėdos;47 + 106;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;1,000;25,000;;1,000;1890,000;16,000;;IV;;0,000;asf.;gelžb.;800,000;300,000;800,000;700,000;200,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2009;
3005;501;Klaipėdos;47 + 106;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;1,000;25,000;;1,000;1890,000;16,000;;IV;;0,000;asf.;gelžb.;800,000;300,000;800,000;700,000;200,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2010;
3006;501;Klaipėdos;47 + 106;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;1,000;25,000;;1,000;1890,000;16,000;;IV;;0,000;asf.;gelžb.;800,000;300,000;800,000;700,000;200,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2011;
3007;501;Klaipėdos;47 + 106;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;1,000;25,000;;1,000;1890,000;16,000;;IV;;0,000;asf.;gelžb.;800,000;300,000;800,000;700,000;200,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2012;
3008;501;Klaipėdos;47 + 106;Darbėnai-Skuodas;;0,000;1,000;7,800;1,000;1,000;25,000;;1,000;1890,000;16,000;;IV;;0,000;asf.;gelžb.;800,000;300,000;800,000;700,000;200,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2013;
3009;502;Klaipėdos;49 + 113;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;7,500;1,000;0,000;25,000;25,000;;180,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;800,000;800,000;1000,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
3010;502;Klaipėdos;49 + 113;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;7,500;1,000;0,000;25,000;25,000;;180,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;800,000;800,000;1000,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
3011;502;Klaipėdos;49 + 113;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;7,500;1,000;0,000;25,000;25,000;;180,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;800,000;800,000;1000,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
3012;502;Klaipėdos;49 + 113;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;7,500;1,000;0,000;25,000;25,000;;180,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;800,000;800,000;1000,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
3013;502;Klaipėdos;49 + 113;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;7,500;1,000;0,000;25,000;25,000;;180,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;800,000;800,000;1000,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
3014;502;Klaipėdos;49 + 113;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;7,500;1,000;0,000;25,000;25,000;;180,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;800,000;800,000;1000,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
3015;503;Klaipėdos;50 + 300;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;9,000;1,000;0,000;25,000;25,000;;30,000;;;IV;;0,000;asf.;gelžb.;2000,000;500,000;1000,000;500,000;1000,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3016;503;Klaipėdos;50 + 300;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;9,000;1,000;0,000;25,000;25,000;;30,000;;;IV;;0,000;asf.;gelžb.;2000,000;500,000;1000,000;500,000;1000,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3017;503;Klaipėdos;50 + 300;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;9,000;1,000;0,000;25,000;25,000;;30,000;;;IV;;0,000;asf.;gelžb.;2000,000;500,000;1000,000;500,000;1000,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3018;503;Klaipėdos;50 + 300;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;9,000;1,000;0,000;25,000;25,000;;30,000;;;IV;;0,000;asf.;gelžb.;2000,000;500,000;1000,000;500,000;1000,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
