Nr;Rizikos objekto Id;Padalinys;Vieta;Tarpstotis;Norm_uztv_padetis;sergimoji_nesergimoji;Bendrojo_nebendrojo;Plotis;Pagr_keliu_sk;Nepagr_keliu_sk;Max_keleiv_greitis;Max_krov_greitis;Max_trauk_sk;Max_ekipazu_sk;Max_autobusu_sk;Max_troleibusu_sk;Pervazos_kategorija;Pamainu_sk;Saugo_eismo_tarnyba;Dangos_tipas_prieigose;Dangos_tipas_ant_keliu;Matom_sal_mas_kab_nelyg;Matom_sal_mas_kab_lyg;Matom_sal_ekipaz_des_nelyg;Matom_sal_ekipaz_des_lyg;Matom_sal_ekipaz_kair_nelyg;Matom_sal_ekipaz_kair_lyg;Automat_uztv;Pusautomat_uztv;Mygt_uztv_pran_sv_signal;Mygt_uztv_pran_signal;Mech_uztv_pran_sv_signal;Mech_uztv_pran_signal;Be_signal;Atitv_signal;Automat_sv_signal;Neautomat_sv_signal;Rank_uztv;GSB_EDD_rysys;Radijo_rysys;Video;El_apsv;Prozektoriai;Kap_remonto_data;Pesc_takai;Reikia_kap_rem;Reikia_keisti_post_st;Ivykiai;Ivykio data;Metai;
70;12;Vilniaus;14 + 493;Senieji Trakai-Rūdiškės;;0,000;1,000;7,200;1,000;;100,000;;20,000;319,000;;;IV;;0,000;asf.;guma;1000,000;1000,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
71;12;Vilniaus;14 + 493;Senieji Trakai-Rūdiškės;;0,000;1,000;7,200;1,000;;100,000;;20,000;319,000;;;IV;;0,000;asf.;guma;1000,000;1000,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
72;12;Vilniaus;14 + 493;Senieji Trakai-Rūdiškės;;0,000;1,000;7,200;1,000;;100,000;;20,000;319,000;;;IV;;0,000;asf.;guma;1000,000;1000,000;450,000;450,000;450,000;450,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
73;13;Vilniaus;20 + 12;Senieji Trakai-Rūdiškės;;0,000;1,000;6,400;1,000;;80,000;;20,000;649,000;4,000;;IV;;0,000;asf.;guma;1000,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
74;13;Vilniaus;20 + 12;Senieji Trakai-Rūdiškės;;0,000;1,000;6,400;1,000;;80,000;;20,000;649,000;4,000;;IV;;0,000;asf.;guma;1000,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
75;13;Vilniaus;20 + 12;Senieji Trakai-Rūdiškės;;0,000;1,000;6,400;1,000;;80,000;;20,000;649,000;4,000;;IV;;0,000;asf.;guma;1000,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
76;13;Vilniaus;20 + 12;Senieji Trakai-Rūdiškės;;0,000;1,000;6,400;1,000;;80,000;;20,000;649,000;4,000;;IV;;0,000;asf.;guma;1000,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
77;13;Vilniaus;20 + 12;Senieji Trakai-Rūdiškės;;0,000;1,000;6,400;1,000;;80,000;;20,000;649,000;4,000;;IV;;0,000;asf.;guma;1000,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
78;13;Vilniaus;20 + 12;Senieji Trakai-Rūdiškės;;0,000;1,000;6,400;1,000;;80,000;;20,000;649,000;4,000;;IV;;0,000;asf.;guma;1000,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
79;14;Vilniaus;28 + 566;Rūdiškės-Valkininkai;;0,000;1,000;6,600;1,000;;80,000;;20,000;106,000;;;IV;;0,000;grįst.;gelžb.;1000,000;1000,000;400,000;0,000;500,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
80;14;Vilniaus;28 + 566;Rūdiškės-Valkininkai;;0,000;1,000;6,600;1,000;;80,000;;20,000;106,000;;;IV;;0,000;grįst.;gelžb.;1000,000;1000,000;400,000;0,000;500,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
81;14;Vilniaus;28 + 566;Rūdiškės-Valkininkai;;0,000;1,000;6,600;1,000;;80,000;;20,000;106,000;;;IV;;0,000;grįst.;gelžb.;1000,000;1000,000;400,000;0,000;500,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
82;14;Vilniaus;28 + 566;Rūdiškės-Valkininkai;;0,000;1,000;6,600;1,000;;80,000;;20,000;106,000;;;IV;;0,000;grįst.;gelžb.;1000,000;1000,000;400,000;0,000;500,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
83;14;Vilniaus;28 + 566;Rūdiškės-Valkininkai;;0,000;1,000;6,600;1,000;;80,000;;20,000;106,000;;;IV;;0,000;grįst.;gelžb.;1000,000;1000,000;400,000;0,000;500,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
84;14;Vilniaus;28 + 566;Rūdiškės-Valkininkai;;0,000;1,000;6,600;1,000;;80,000;;20,000;106,000;;;IV;;0,000;grįst.;gelžb.;1000,000;1000,000;400,000;0,000;500,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
85;15;Vilniaus;30 + 133;Rūdiškės-Valkininkai;;0,000;1,000;6,500;1,000;;80,000;;20,000;1000,000;4,000;;III;;0,000;žvyr.;gelžb.;1500,000;1500,000;100,000;500,000;300,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
86;15;Vilniaus;30 + 133;Rūdiškės-Valkininkai;;0,000;1,000;6,500;1,000;;80,000;;20,000;1000,000;4,000;;III;;0,000;žvyr.;gelžb.;1500,000;1500,000;100,000;500,000;300,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
87;15;Vilniaus;30 + 133;Rūdiškės-Valkininkai;;0,000;1,000;6,500;1,000;;80,000;;20,000;1000,000;4,000;;III;;0,000;žvyr.;gelžb.;1500,000;1500,000;100,000;500,000;300,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
88;15;Vilniaus;30 + 133;Rūdiškės-Valkininkai;;0,000;1,000;6,500;1,000;;80,000;;20,000;1000,000;4,000;;III;;0,000;žvyr.;gelžb.;1500,000;1500,000;100,000;500,000;300,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
89;15;Vilniaus;30 + 133;Rūdiškės-Valkininkai;;0,000;1,000;6,500;1,000;;80,000;;20,000;1000,000;4,000;;III;;0,000;žvyr.;gelžb.;1500,000;1500,000;100,000;500,000;300,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
90;15;Vilniaus;30 + 133;Rūdiškės-Valkininkai;;0,000;1,000;6,500;1,000;;80,000;;20,000;1000,000;4,000;;III;;0,000;žvyr.;gelžb.;1500,000;1500,000;100,000;500,000;300,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
91;16;Vilniaus;35 + 12;Rūdiškės-Valkininkai;;0,000;1,000;7,100;1,000;;80,000;;20,000;39,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;400,000;100,000;100,000;100,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
92;16;Vilniaus;35 + 12;Rūdiškės-Valkininkai;;0,000;1,000;7,100;1,000;;80,000;;20,000;39,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;400,000;100,000;100,000;100,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
93;16;Vilniaus;35 + 12;Rūdiškės-Valkininkai;;0,000;1,000;7,100;1,000;;80,000;;20,000;39,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;400,000;100,000;100,000;100,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
94;16;Vilniaus;35 + 12;Rūdiškės-Valkininkai;;0,000;1,000;7,100;1,000;;80,000;;20,000;39,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;400,000;100,000;100,000;100,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
95;16;Vilniaus;35 + 12;Rūdiškės-Valkininkai;;0,000;1,000;7,100;1,000;;80,000;;20,000;39,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;400,000;100,000;100,000;100,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
96;16;Vilniaus;35 + 12;Rūdiškės-Valkininkai;;0,000;1,000;7,100;1,000;;80,000;;20,000;39,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;400,000;100,000;100,000;100,000;400,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
97;17;Vilniaus;40 + 728;Valkininkai-Matuizos;;0,000;1,000;8,000;1,000;;80,000;;20,000;4400,000;63,000;;III;;0,000;asf.;guma;1000,000;700,000;300,000;1000,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
98;17;Vilniaus;40 + 728;Valkininkai-Matuizos;;0,000;1,000;8,000;1,000;;80,000;;20,000;4400,000;63,000;;III;;0,000;asf.;guma;1000,000;700,000;300,000;1000,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
99;17;Vilniaus;40 + 728;Valkininkai-Matuizos;;0,000;1,000;8,000;1,000;;80,000;;20,000;4400,000;63,000;;III;;0,000;asf.;guma;1000,000;700,000;300,000;1000,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
100;17;Vilniaus;40 + 728;Valkininkai-Matuizos;;0,000;1,000;8,000;1,000;;80,000;;20,000;4400,000;63,000;;III;;0,000;asf.;guma;1000,000;700,000;300,000;1000,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
101;17;Vilniaus;40 + 728;Valkininkai-Matuizos;;0,000;1,000;8,000;1,000;;80,000;;20,000;4400,000;63,000;;III;;0,000;asf.;guma;1000,000;700,000;300,000;1000,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
102;17;Vilniaus;40 + 728;Valkininkai-Matuizos;;0,000;1,000;8,000;1,000;;80,000;;20,000;4400,000;63,000;;III;;0,000;asf.;guma;1000,000;700,000;300,000;1000,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
103;18;Vilniaus;44 + 728;Valkininkai-Matuizos;;0,000;1,000;7,200;1,000;;80,000;;20,000;58,000;;;IV;;0,000;asf.;gelžb.;1200,000;1000,000;1000,000;400,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
104;18;Vilniaus;44 + 728;Valkininkai-Matuizos;;0,000;1,000;7,200;1,000;;80,000;;20,000;58,000;;;IV;;0,000;asf.;gelžb.;1200,000;1000,000;1000,000;400,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
105;18;Vilniaus;44 + 728;Valkininkai-Matuizos;;0,000;1,000;7,200;1,000;;80,000;;20,000;58,000;;;IV;;0,000;asf.;gelžb.;1200,000;1000,000;1000,000;400,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
106;18;Vilniaus;44 + 728;Valkininkai-Matuizos;;0,000;1,000;7,200;1,000;;80,000;;20,000;58,000;;;IV;;0,000;asf.;gelžb.;1200,000;1000,000;1000,000;400,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
107;18;Vilniaus;44 + 728;Valkininkai-Matuizos;;0,000;1,000;7,200;1,000;;80,000;;20,000;58,000;;;IV;;0,000;asf.;gelžb.;1200,000;1000,000;1000,000;400,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
108;18;Vilniaus;44 + 728;Valkininkai-Matuizos;;0,000;1,000;7,200;1,000;;80,000;;20,000;58,000;;;IV;;0,000;asf.;gelžb.;1200,000;1000,000;1000,000;400,000;1000,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
109;19;Vilniaus;49 + 857;Matuizos-Varėna;1,000;1,000;1,000;8,500;1,000;;80,000;;20,000;1011,000;6,000;;III;;1,000;asf.;guma;400,000;200,000;0,000;300,000;100,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
110;19;Vilniaus;49 + 857;Matuizos-Varėna;1,000;1,000;1,000;8,500;1,000;;80,000;;20,000;1011,000;6,000;;III;;1,000;asf.;guma;400,000;200,000;0,000;300,000;100,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
111;19;Vilniaus;49 + 857;Matuizos-Varėna;1,000;1,000;1,000;8,500;1,000;;80,000;;20,000;1011,000;6,000;;III;;1,000;asf.;guma;400,000;200,000;0,000;300,000;100,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
112;19;Vilniaus;49 + 857;Matuizos-Varėna;1,000;1,000;1,000;8,500;1,000;;80,000;;20,000;1011,000;6,000;;III;;1,000;asf.;guma;400,000;200,000;0,000;300,000;100,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
113;19;Vilniaus;49 + 857;Matuizos-Varėna;1,000;1,000;1,000;8,500;1,000;;80,000;;20,000;1011,000;6,000;;III;;1,000;asf.;guma;400,000;200,000;0,000;300,000;100,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
114;19;Vilniaus;49 + 857;Matuizos-Varėna;1,000;1,000;1,000;8,500;1,000;;80,000;;20,000;1011,000;6,000;;III;;1,000;asf.;guma;400,000;200,000;0,000;300,000;100,000;0,000;1,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
115;20;Vilniaus;59 + 63;Matuizos-Varėna;;0,000;1,000;9,500;1,000;1,000;80,000;;20,000;4200,000;38,000;;III;;0,000;asf.;guma;1500,000;300,000;1000,000;400,000;1200,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
116;20;Vilniaus;59 + 63;Matuizos-Varėna;;0,000;1,000;9,500;1,000;1,000;80,000;;20,000;4200,000;38,000;;III;;0,000;asf.;guma;1500,000;300,000;1000,000;400,000;1200,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
117;20;Vilniaus;59 + 63;Matuizos-Varėna;;0,000;1,000;9,500;1,000;1,000;80,000;;20,000;4200,000;38,000;;III;;0,000;asf.;guma;1500,000;300,000;1000,000;400,000;1200,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
118;20;Vilniaus;59 + 63;Matuizos-Varėna;;0,000;1,000;9,500;1,000;1,000;80,000;;20,000;4200,000;38,000;;III;;0,000;asf.;guma;1500,000;300,000;1000,000;400,000;1200,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
119;20;Vilniaus;59 + 63;Matuizos-Varėna;;0,000;1,000;9,500;1,000;1,000;80,000;;20,000;4200,000;38,000;;III;;0,000;asf.;guma;1500,000;300,000;1000,000;400,000;1200,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
120;20;Vilniaus;59 + 63;Matuizos-Varėna;;0,000;1,000;9,500;1,000;1,000;80,000;;20,000;4200,000;38,000;;III;;0,000;asf.;guma;1500,000;300,000;1000,000;400,000;1200,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
121;21;Vilniaus;68 + 638;Varėna-Marcinkonys;;0,000;1,000;4,600;1,000;1,000;80,000;;16,000;51,000;;;IV;;0,000;asf.;gelžb.;1500,000;1500,000;400,000;300,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
122;21;Vilniaus;68 + 638;Varėna-Marcinkonys;;0,000;1,000;4,600;1,000;1,000;80,000;;16,000;51,000;;;IV;;0,000;asf.;gelžb.;1500,000;1500,000;400,000;300,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
123;21;Vilniaus;68 + 638;Varėna-Marcinkonys;;0,000;1,000;4,600;1,000;1,000;80,000;;16,000;51,000;;;IV;;0,000;asf.;gelžb.;1500,000;1500,000;400,000;300,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
124;21;Vilniaus;68 + 638;Varėna-Marcinkonys;;0,000;1,000;4,600;1,000;1,000;80,000;;16,000;51,000;;;IV;;0,000;asf.;gelžb.;1500,000;1500,000;400,000;300,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
125;21;Vilniaus;68 + 638;Varėna-Marcinkonys;;0,000;1,000;4,600;1,000;1,000;80,000;;16,000;51,000;;;IV;;0,000;asf.;gelžb.;1500,000;1500,000;400,000;300,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
126;21;Vilniaus;68 + 638;Varėna-Marcinkonys;;0,000;1,000;4,600;1,000;1,000;80,000;;16,000;51,000;;;IV;;0,000;asf.;gelžb.;1500,000;1500,000;400,000;300,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
127;22;Vilniaus;72 + 318;Varėna-Marcinkonys;;0,000;1,000;6,000;1,000;;80,000;;16,000;85,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;100,000;250,000;200,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
128;22;Vilniaus;72 + 318;Varėna-Marcinkonys;;0,000;1,000;6,000;1,000;;80,000;;16,000;85,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;100,000;250,000;200,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
129;22;Vilniaus;72 + 318;Varėna-Marcinkonys;;0,000;1,000;6,000;1,000;;80,000;;16,000;85,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;100,000;250,000;200,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
130;22;Vilniaus;72 + 318;Varėna-Marcinkonys;;0,000;1,000;6,000;1,000;;80,000;;16,000;85,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;100,000;250,000;200,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
131;22;Vilniaus;72 + 318;Varėna-Marcinkonys;;0,000;1,000;6,000;1,000;;80,000;;16,000;85,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;100,000;250,000;200,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
132;22;Vilniaus;72 + 318;Varėna-Marcinkonys;;0,000;1,000;6,000;1,000;;80,000;;16,000;85,000;;;IV;;0,000;asf.;gelžb.;1000,000;1000,000;100,000;250,000;200,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
133;23;Vilniaus;81 + 935;Marcinkonys-Valstybės siena (nuo Marcinkonių);;0,000;1,000;6,000;1,000;;80,000;;16,000;658,000;2,000;;IV;;0,000;žvyr.;gelžb.;700,000;1200,000;300,000;1000,000;300,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
134;23;Vilniaus;81 + 935;Marcinkonys-Valstybės siena (nuo Marcinkonių);;0,000;1,000;6,000;1,000;;80,000;;16,000;658,000;2,000;;IV;;0,000;žvyr.;gelžb.;700,000;1200,000;300,000;1000,000;300,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
135;23;Vilniaus;81 + 935;Marcinkonys-Valstybės siena (nuo Marcinkonių);;0,000;1,000;6,000;1,000;;80,000;;16,000;658,000;2,000;;IV;;0,000;žvyr.;gelžb.;700,000;1200,000;300,000;1000,000;300,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
136;23;Vilniaus;81 + 935;Marcinkonys-Valstybės siena (nuo Marcinkonių);;0,000;1,000;6,000;1,000;;80,000;;16,000;658,000;2,000;;IV;;0,000;žvyr.;gelžb.;700,000;1200,000;300,000;1000,000;300,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
137;23;Vilniaus;81 + 935;Marcinkonys-Valstybės siena (nuo Marcinkonių);;0,000;1,000;6,000;1,000;;80,000;;16,000;658,000;2,000;;IV;;0,000;žvyr.;gelžb.;700,000;1200,000;300,000;1000,000;300,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
